"","X","Category","ProductName","Reviewer","Verified","DateOfReview","Rating"
"1820",1820,"shoes","skechers","happychappy","verified purchase","reviewed in australia on 13 april 2023",5
"1821",1821,"shoes","skechers","very comfortable and ideal for walking. great price and quick delivery.","verified purchase","reviewed in australia on 5 february 2024",4
"1822",1822,"shoes","skechers","mump","verified purchase","reviewed in australia on 19 september 2022",5
"1823",1823,"shoes","skechers","margaret maroney","verified purchase","reviewed in australia on 3 march 2023",3
"1824",1824,"shoes","skechers","jpr","verified purchase","reviewed in australia on 20 december 2022",5
"1825",1825,"shoes","skechers","helen santolin ","verified purchase","reviewed in australia on 12 september 2022",5
"1826",1826,"shoes","skechers","lee","verified purchase","reviewed in australia on 5 april 2021",5
"1827",1827,"shoes","skechers","yvonne ","verified purchase","reviewed in australia on 30 september 2022",4
"1828",1828,"shoes","skechers","s.chapple","verified purchase","reviewed in australia on 24 september 2023",5
"1829",1829,"shoes","skechers","s.chapple","verified purchase","reviewed in australia on 10 may 2021",1
"1830",1830,"shoes","skechers","lydiaf","verified purchase","reviewed in australia on 3 june 2021",1
"1831",1831,"shoes","skechers","very comfortable and ideal for walking. great price and quick delivery.","verified purchase","reviewed in australia on 5 february 2024",4
"1832",1832,"shoes","skechers","mump","verified purchase","reviewed in australia on 19 september 2022",5
"1833",1833,"shoes","skechers","kevin","verified purchase","reviewed in australia on 31 july 2020",3
"1834",1834,"shoes","skechers","navreet","verified purchase","reviewed in australia on 4 february 2021",5
"1835",1835,"shoes","skechers","mudjimba","verified purchase","reviewed in australia on 16 july 2021",5
"1836",1836,"shoes","skechers","ossie","verified purchase","reviewed in australia on 18 january 2020",5
"1837",1837,"shoes","skechers","jan ","verified purchase","reviewed in australia on 21 january 2021",5
"1838",1838,"shoes","skechers","carol","verified purchase","reviewed in australia on 1 july 2021",5
"1839",1839,"shoes","skechers","glen","verified purchase","reviewed in australia on 9 june 2020",5
"1840",1840,"shoes","skechers","rima ibrahim","verified purchase","reviewed in australia on 11 february 2021",5
"1841",1841,"shoes","skechers","very comfortable and ideal for walking. great price and quick delivery.","verified purchase","reviewed in australia on 5 february 2024",4
"1842",1842,"shoes","skechers","mump","verified purchase","reviewed in australia on 19 september 2022",5
"1843",1843,"shoes","skechers","denideni100","verified purchase","reviewed in australia on 18 january 2020",3
"1844",1844,"shoes","skechers","petra lacerenza","verified purchase","reviewed in australia on 27 december 2019",5
"1845",1845,"shoes","skechers","carolyn dollimore","verified purchase","reviewed in australia on 6 october 2019",3
"1846",1846,"shoes","skechers","jenny charles","verified purchase","reviewed in australia on 27 october 2019",3
"1847",1847,"shoes","skechers","gaz sharma","verified purchase","reviewed in australia on 2 may 2022",5
"1848",1848,"shoes","skechers","gaz sharma","verified purchase","reviewed in australia on 21 december 2019",1
"1849",1849,"shoes","skechers","christine","verified purchase","reviewed in australia on 18 may 2020",1
"1850",1850,"shoes","skechers","dougld","verified purchase","reviewed in australia on 3 july 2020",5
"1851",1851,"shoes","columbia",NA,NA,NA,0
"1852",1852,"shoes","columbia",NA,NA,NA,NA
"1853",1853,"shoes","columbia",NA,NA,NA,NA
"1854",1854,"shoes","columbia",NA,NA,NA,NA
"1855",1855,"shoes","columbia",NA,NA,NA,NA
"1856",1856,"shoes","columbia",NA,NA,NA,NA
"1857",1857,"shoes","columbia",NA,NA,NA,NA
"1858",1858,"shoes","columbia",NA,NA,NA,NA
"1859",1859,"shoes","columbia",NA,NA,NA,NA
"1860",1860,"shoes","columbia",NA,NA,NA,NA
"1861",1861,"shoes","columbia",NA,NA,NA,0
"1862",1862,"shoes","columbia",NA,NA,NA,NA
"1863",1863,"shoes","columbia",NA,NA,NA,NA
"1864",1864,"shoes","columbia",NA,NA,NA,NA
"1865",1865,"shoes","columbia",NA,NA,NA,NA
"1866",1866,"shoes","columbia",NA,NA,NA,NA
"1867",1867,"shoes","columbia",NA,NA,NA,NA
"1868",1868,"shoes","columbia",NA,NA,NA,NA
"1869",1869,"shoes","columbia",NA,NA,NA,NA
"1870",1870,"shoes","columbia",NA,NA,NA,NA
"1871",1871,"shoes","columbia",NA,NA,NA,0
"1872",1872,"shoes","columbia",NA,NA,NA,NA
"1873",1873,"shoes","columbia",NA,NA,NA,NA
"1874",1874,"shoes","columbia",NA,NA,NA,NA
"1875",1875,"shoes","columbia",NA,NA,NA,NA
"1876",1876,"shoes","columbia",NA,NA,NA,NA
"1877",1877,"shoes","columbia",NA,NA,NA,NA
"1878",1878,"shoes","columbia",NA,NA,NA,NA
"1879",1879,"shoes","columbia",NA,NA,NA,NA
"1880",1880,"shoes","columbia",NA,NA,NA,NA
"1881",1881,"shoes","columbia",NA,NA,NA,0
"1882",1882,"shoes","columbia",NA,NA,NA,NA
"1883",1883,"shoes","columbia",NA,NA,NA,NA
"1884",1884,"shoes","columbia",NA,NA,NA,NA
"1885",1885,"shoes","columbia",NA,NA,NA,NA
"1886",1886,"shoes","columbia",NA,NA,NA,NA
"1887",1887,"shoes","columbia",NA,NA,NA,NA
"1888",1888,"shoes","columbia",NA,NA,NA,NA
"1889",1889,"shoes","columbia",NA,NA,NA,NA
"1890",1890,"shoes","columbia",NA,NA,NA,NA
"1891",1891,"shoes","columbia",NA,NA,NA,0
"1892",1892,"shoes","columbia",NA,NA,NA,NA
"1893",1893,"shoes","columbia",NA,NA,NA,NA
"1894",1894,"shoes","columbia",NA,NA,NA,NA
"1895",1895,"shoes","columbia",NA,NA,NA,NA
"1896",1896,"shoes","columbia",NA,NA,NA,NA
"1897",1897,"shoes","columbia",NA,NA,NA,NA
"1898",1898,"shoes","columbia",NA,NA,NA,NA
"1899",1899,"shoes","columbia",NA,NA,NA,NA
"1900",1900,"shoes","columbia",NA,NA,NA,NA
"1901",1901,"shoes","merrell","q","verified purchase","reviewed in australia on 27 november 2023",4
"1902",1902,"shoes","merrell","ryan jennings","verified purchase","reviewed in australia on 10 october 2023",5
"1903",1903,"shoes","merrell","nathaniel j.","verified purchase","reviewed in australia on 13 november 2023",5
"1904",1904,"shoes","merrell","aidan","verified purchase","reviewed in belgium on 20 november 2023",1
"1905",1905,"shoes","merrell","fran","verified purchase","reviewed in spain on 8 december 2023",5
"1906",1906,"shoes","merrell","andy","verified purchase","reviewed in the united kingdom on 21 october 2023",5
"1907",1907,"shoes","merrell","ariel g.","verified purchase","reviewed in canada on 2 december 2023",5
"1908",1908,"shoes","merrell","ludo","verified purchase","reviewed in france on 17 august 2023",5
"1909",1909,"shoes","merrell","jeremy bradshaw","verified purchase","reviewed in canada on 20 september 2023",5
"1910",1910,"shoes","merrell","jeremy bradshaw","verified purchase","reviewed in spain on 26 november 2023",5
"1911",1911,"shoes","merrell","japponese","verified purchase","reviewed in italy on 6 may 2023",4
"1912",1912,"shoes","merrell","anders larsson","verified purchase","reviewed in sweden on 25 november 2023",3
"1913",1913,"shoes","merrell","ogez marie","verified purchase","reviewed in france on 13 august 2023",5
"1914",1914,"shoes","merrell","ᚱ","verified purchase","reviewed in italy on 11 september 2023",5
"1915",1915,"shoes","merrell","sue","verified purchase","reviewed in canada on 12 november 2023",2
"1916",1916,"shoes","merrell","grogu mogwai","verified purchase","reviewed in germany on 27 february 2024",5
"1917",1917,"shoes","merrell","honest","verified purchase","reviewed in canada on 23 february 2024",4
"1918",1918,"shoes","merrell","honest","verified purchase","reviewed in spain on 31 january 2024",1
"1919",1919,"shoes","merrell","juanma","verified purchase","reviewed in spain on 2 april 2023",1
"1920",1920,"shoes","merrell","salva","verified purchase","reviewed in germany on 25 december 2023",5
"1921",1921,"shoes","merrell","amor","verified purchase","reviewed in canada on 31 july 2023",4
"1922",1922,"shoes","merrell","maria","verified purchase","reviewed in the united states on 18 december 2023",5
"1923",1923,"shoes","merrell","dave","verified purchase","reviewed in canada on 3 july 2023",5
"1924",1924,"shoes","merrell","michael f.","verified purchase","reviewed in germany on 23 july 2023",5
"1925",1925,"shoes","merrell","michael f.","verified purchase","reviewed in spain on 3 february 2024",1
"1926",1926,"shoes","merrell","juan alberto","verified purchase","reviewed in canada on 31 october 2023",1
"1927",1927,"shoes","merrell","jason price","verified purchase","reviewed in spain on 8 february 2024",5
"1928",1928,"shoes","merrell","jesús","verified purchase","reviewed in spain on 19 january 2024",2
"1929",1929,"shoes","merrell","javi","verified purchase","reviewed in spain on 30 october 2023",5
"1930",1930,"shoes","merrell","signes","verified purchase","reviewed in spain on 12 october 2023",5
"1931",1931,"shoes","merrell","chou_luis","verified purchase","reviewed in spain on 21 october 2023",4
"1932",1932,"shoes","merrell","chou_luis","verified purchase","reviewed in spain on 5 november 2023",4
"1933",1933,"shoes","merrell","jose","verified purchase","reviewed in spain on 15 december 2023",4
"1934",1934,"shoes","merrell","jose","verified purchase","reviewed in spain on 3 september 2023",5
"1935",1935,"shoes","merrell","alejandro","verified purchase","reviewed in spain on 26 november 2023",5
"1936",1936,"shoes","merrell","carlos","verified purchase","reviewed in germany on 1 october 2023",5
"1937",1937,"shoes","merrell","cliente amazon","verified purchase","reviewed in spain on 24 november 2023",4
"1938",1938,"shoes","merrell","jumpinglangur","verified purchase","reviewed in spain on 13 july 2023",5
"1939",1939,"shoes","merrell","jumpinglangur","verified purchase","reviewed in spain on 24 april 2023",4
"1940",1940,"shoes","merrell","cliente amazon","verified purchase","reviewed in spain on 24 october 2023",4
"1941",1941,"shoes","merrell","miguel","verified purchase","reviewed in spain on 12 november 2023",4
"1942",1942,"shoes","merrell","michael bevil","verified purchase","reviewed in the united states on 4 january 2024",5
"1943",1943,"shoes","merrell","salva","verified purchase","reviewed in spain on 23 july 2023",5
"1944",1944,"shoes","merrell","btl","verified purchase","reviewed in germany on 18 september 2023",4
"1945",1945,"shoes","merrell","alfonso cid garcia","verified purchase","reviewed in spain on 8 september 2023",3
"1946",1946,"shoes","merrell","max k.","verified purchase","reviewed in germany on 3 may 2023",5
"1947",1947,"shoes","merrell","max k.","verified purchase","reviewed in the united states on 15 october 2023",2
"1948",1948,"shoes","merrell","zachary bucher","verified purchase","reviewed in the united states on 9 october 2023",2
"1949",1949,"shoes","merrell","troy a. sullivan","verified purchase","reviewed in germany on 14 august 2023",5
"1950",1950,"shoes","merrell","feinstoffler","verified purchase","reviewed in germany on 22 october 2023",5
"1951",1951,"shoes","adidas performance runfalcon","bill","verified purchase","reviewed in australia on 29 december 2023",4
"1952",1952,"shoes","adidas performance runfalcon","dustin nguyen","verified purchase","reviewed in australia on 30 november 2023",5
"1953",1953,"shoes","adidas performance runfalcon","j nguyen","verified purchase","reviewed in australia on 8 may 2023",5
"1954",1954,"shoes","adidas performance runfalcon","yes very good i needed new shoes to thank you so much i'll get some more health food ","verified purchase","reviewed in australia on 10 august 2023",5
"1955",1955,"shoes","adidas performance runfalcon","sid","verified purchase","reviewed in australia on 5 may 2023",5
"1956",1956,"shoes","adidas performance runfalcon","mir","verified purchase","reviewed in germany on 14 february 2024",5
"1957",1957,"shoes","adidas performance runfalcon","meubeldiscount b.zoon","verified purchase","reviewed in the netherlands on 5 december 2023",5
"1958",1958,"shoes","adidas performance runfalcon","snowman","verified purchase","reviewed in japan on 12 february 2024",5
"1959",1959,"shoes","adidas performance runfalcon","roland","verified purchase","reviewed in singapore on 27 october 2023",5
"1960",1960,"shoes","adidas performance runfalcon","lander","verified purchase","reviewed in spain on 10 january 2024",5
"1961",1961,"shoes","adidas performance runfalcon","marzena","verified purchase","reviewed in spain on 23 november 2023",4
